VAR,Variable,Unit,Country,Year,Value
PATCBIOT,J01-Antibacterials for systemic use,ATCPTTMT,Australia,2011,1.9
PATCBIOT,J01-Antibacterials for systemic use,ATCPTTMT,Australia,2012,1.8
PATCBIOT,J01-Antibacterials for systemic use,ATCPTTMT,Australia,2013,2.7
PATCBIOT,J01-Antibacterials for systemic use,ATCPTTMT,Australia,2014,2.7
PATCBIOT,J01-Antibacterials for systemic use,ATCPTTMT,Australia,2015,3
PATCBIOT,J01-Antibacterials for systemic use,ATCPTTMT,Australia,2016,2.6
PATCBIOT,J01-Antibacterials for systemic use,ATCPTTMT,Australia,2017,2.7
PATCBIOT,J01-Antibacterials for systemic use,ATCPTTMT,Australia,2018,2.6
PATCBIOT,J01-Antibacterials for systemic use,ATCPTTMT,Australia,2019,2.6
PATCBIOT,J01-Antibacterials for systemic use,ATCPTTMT,Australia,2020,1.9
PATCSKEL,M-Musculo-skeletal system,MLLNCUMT,Australia,2010,324
PATCSKEL,M-Musculo-skeletal system,MLLNCUMT,Australia,2011,309
PATCSKEL,M-Musculo-skeletal system,MLLNCUMT,Australia,2012,312
PATCSKEL,M-Musculo-skeletal system,MLLNCUMT,Australia,2013,378
PATCSKEL,M-Musculo-skeletal system,MLLNCUMT,Australia,2014,383
PATCSKEL,M-Musculo-skeletal system,MLLNCUMT,Australia,2015,401
PATCSKEL,M-Musculo-skeletal system,MLLNCUMT,Australia,2016,426
PATCSKEL,M-Musculo-skeletal system,MLLNCUMT,Australia,2017,429
PATCSKEL,M-Musculo-skeletal system,MLLNCUMT,Australia,2018,500
PATCSKEL,M-Musculo-skeletal system,MLLNCUMT,Australia,2019,535
PATCSKEL,M-Musculo-skeletal system,MLLNCUMT,Australia,2020,570
PATCSKEL,M-Musculo-skeletal system,MTMOTCMT,Australia,2010,297.2
PATCSKEL,M-Musculo-skeletal system,MTMOTCMT,Australia,2011,318.7
PATCSKEL,M-Musculo-skeletal system,MTMOTCMT,Australia,2012,323
PATCSKEL,M-Musculo-skeletal system,MTMOTCMT,Australia,2013,364.9
PATCSKEL,M-Musculo-skeletal system,MTMOTCMT,Australia,2014,345.2
PATCSKEL,M-Musculo-skeletal system,MTMOTCMT,Australia,2015,301.3
PATCSKEL,M-Musculo-skeletal system,MTMOTCMT,Australia,2016,316.7
PATCSKEL,M-Musculo-skeletal system,MTMOTCMT,Australia,2017,328.8
PATCSKEL,M-Musculo-skeletal system,MTMOTCMT,Australia,2018,373.6
PATCSKEL,M-Musculo-skeletal system,MTMOTCMT,Australia,2019,371.9
PATCSKEL,M-Musculo-skeletal system,MTMOTCMT,Australia,2020,392.3
PATCSKEL,M-Musculo-skeletal system,MTMOPPMT,Australia,2010,215.5
PATCSKEL,M-Musculo-skeletal system,MTMOPPMT,Australia,2011,204.5
PATCSKEL,M-Musculo-skeletal system,MTMOPPMT,Australia,2012,202.6
PATCSKEL,M-Musculo-skeletal system,MTMOPPMT,Australia,2013,261.2
PATCSKEL,M-Musculo-skeletal system,MTMOPPMT,Australia,2014,263.7
PATCSKEL,M-Musculo-skeletal system,MTMOPPMT,Australia,2015,272.1
PATCSKEL,M-Musculo-skeletal system,MTMOPPMT,Australia,2016,293.8
PATCSKEL,M-Musculo-skeletal system,MTMOPPMT,Australia,2017,290.3
PATCSKEL,M-Musculo-skeletal system,MTMOPPMT,Australia,2018,340
PATCSKEL,M-Musculo-skeletal system,MTMOPPMT,Australia,2019,360.8
PATCSKEL,M-Musculo-skeletal system,MTMOPPMT,Australia,2020,394.2
PATCSKEL,M-Musculo-skeletal system,TCPPERMT,Australia,2010,13.5
PATCSKEL,M-Musculo-skeletal system,TCPPERMT,Australia,2011,14.3
PATCSKEL,M-Musculo-skeletal system,TCPPERMT,Australia,2012,14.2
PATCSKEL,M-Musculo-skeletal system,TCPPERMT,Australia,2013,15.8
PATCSKEL,M-Musculo-skeletal system,TCPPERMT,Australia,2014,14.7
PATCSKEL,M-Musculo-skeletal system,TCPPERMT,Australia,2015,12.6
PATCSKEL,M-Musculo-skeletal system,TCPPERMT,Australia,2016,13.1
PATCSKEL,M-Musculo-skeletal system,TCPPERMT,Australia,2017,13.4
PATCSKEL,M-Musculo-skeletal system,TCPPERMT,Australia,2018,15
PATCSKEL,M-Musculo-skeletal system,TCPPERMT,Australia,2019,14.7
PATCSKEL,M-Musculo-skeletal system,TCPPERMT,Australia,2020,15.3
PATCSKEL,M-Musculo-skeletal system,PPPPERMT,Australia,2010,9.8
PATCSKEL,M-Musculo-skeletal system,PPPPERMT,Australia,2011,9.2
PATCSKEL,M-Musculo-skeletal system,PPPPERMT,Australia,2012,8.9
PATCSKEL,M-Musculo-skeletal system,PPPPERMT,Australia,2013,11.3
PATCSKEL,M-Musculo-skeletal system,PPPPERMT,Australia,2014,11.2
PATCSKEL,M-Musculo-skeletal system,PPPPERMT,Australia,2015,11.4
PATCSKEL,M-Musculo-skeletal system,PPPPERMT,Australia,2016,12.1
PATCSKEL,M-Musculo-skeletal system,PPPPERMT,Australia,2017,11.8
PATCSKEL,M-Musculo-skeletal system,PPPPERMT,Australia,2018,13.6
PATCSKEL,M-Musculo-skeletal system,PPPPERMT,Australia,2019,14.2
PATCSKEL,M-Musculo-skeletal system,PPPPERMT,Australia,2020,15.3
PATCSKEL,M-Musculo-skeletal system,ATCPTTMT,Australia,2010,3.3
PATCSKEL,M-Musculo-skeletal system,ATCPTTMT,Australia,2011,3
PATCSKEL,M-Musculo-skeletal system,ATCPTTMT,Australia,2012,3
PATCSKEL,M-Musculo-skeletal system,ATCPTTMT,Australia,2013,3.2
PATCSKEL,M-Musculo-skeletal system,ATCPTTMT,Australia,2014,3.2
PATCSKEL,M-Musculo-skeletal system,ATCPTTMT,Australia,2015,3.3
PATCSKEL,M-Musculo-skeletal system,ATCPTTMT,Australia,2016,2.8
PATCSKEL,M-Musculo-skeletal system,ATCPTTMT,Australia,2017,2.9
PATCSKEL,M-Musculo-skeletal system,ATCPTTMT,Australia,2018,3.4
PATCSKEL,M-Musculo-skeletal system,ATCPTTMT,Australia,2019,3.4
PATCSKEL,M-Musculo-skeletal system,ATCPTTMT,Australia,2020,3.4
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,MLLNCUMT,Australia,2010,102
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,MLLNCUMT,Australia,2011,93
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,MLLNCUMT,Australia,2012,85
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,MLLNCUMT,Australia,2013,128
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,MLLNCUMT,Australia,2014,122
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,MLLNCUMT,Australia,2015,119
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,MLLNCUMT,Australia,2016,115
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,MLLNCUMT,Australia,2017,104
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,MLLNCUMT,Australia,2018,104
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,MLLNCUMT,Australia,2019,102
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,MLLNCUMT,Australia,2020,103
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,MTMOTCMT,Australia,2010,93.6
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,MTMOTCMT,Australia,2011,95.9
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,MTMOTCMT,Australia,2012,88
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,MTMOTCMT,Australia,2013,123.6
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,MTMOTCMT,Australia,2014,110
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,MTMOTCMT,Australia,2015,89.4
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,MTMOTCMT,Australia,2016,85.5
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,MTMOTCMT,Australia,2017,79.7
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,MTMOTCMT,Australia,2018,77.7
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,MTMOTCMT,Australia,2019,70.9
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,MTMOTCMT,Australia,2020,70.9
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,MTMOPPMT,Australia,2010,67.8
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,MTMOPPMT,Australia,2011,61.5
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,MTMOPPMT,Australia,2012,55.2
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,MTMOPPMT,Australia,2013,88.5
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,MTMOPPMT,Australia,2014,84
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,MTMOPPMT,Australia,2015,80.7
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,MTMOPPMT,Australia,2016,79.3
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,MTMOPPMT,Australia,2017,70.4
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,MTMOPPMT,Australia,2018,70.7
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,MTMOPPMT,Australia,2019,68.8
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,MTMOPPMT,Australia,2020,71.2
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,TCPPERMT,Australia,2010,4.2
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,TCPPERMT,Australia,2011,4.3
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,TCPPERMT,Australia,2012,3.9
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,TCPPERMT,Australia,2013,5.3
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,TCPPERMT,Australia,2014,4.7
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,TCPPERMT,Australia,2015,3.8
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,TCPPERMT,Australia,2016,3.5
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,TCPPERMT,Australia,2017,3.2
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,TCPPERMT,Australia,2018,3.1
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,TCPPERMT,Australia,2019,2.8
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,TCPPERMT,Australia,2020,2.8
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,PPPPERMT,Australia,2010,3.1
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,PPPPERMT,Australia,2011,2.8
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,PPPPERMT,Australia,2012,2.4
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,PPPPERMT,Australia,2013,3.8
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,PPPPERMT,Australia,2014,3.6
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,PPPPERMT,Australia,2015,3.4
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,PPPPERMT,Australia,2016,3.3
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,PPPPERMT,Australia,2017,2.9
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,PPPPERMT,Australia,2018,2.8
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,PPPPERMT,Australia,2019,2.7
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,PPPPERMT,Australia,2020,2.8
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,ATCPTTMT,Australia,2010,1
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,ATCPTTMT,Australia,2011,0.9
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,ATCPTTMT,Australia,2012,0.8
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,ATCPTTMT,Australia,2013,1.1
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,ATCPTTMT,Australia,2014,1
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,ATCPTTMT,Australia,2015,1
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,ATCPTTMT,Australia,2016,0.8
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,ATCPTTMT,Australia,2017,0.7
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,ATCPTTMT,Australia,2018,0.7
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,ATCPTTMT,Australia,2019,0.7
PATCFLAM,M01A-Antiinflammatory and antirheumatic products non-steroids,ATCPTTMT,Australia,2020,0.6
PATCCNSY,N-Nervous system,MLLNCUMT,Australia,2010,1707
PATCCNSY,N-Nervous system,MLLNCUMT,Australia,2011,1790
PATCCNSY,N-Nervous system,MLLNCUMT,Australia,2012,1768
PATCCNSY,N-Nervous system,MLLNCUMT,Australia,2013,1998
PATCCNSY,N-Nervous system,MLLNCUMT,Australia,2014,1924
PATCCNSY,N-Nervous system,MLLNCUMT,Australia,2015,1926
PATCCNSY,N-Nervous system,MLLNCUMT,Australia,2016,1899
PATCCNSY,N-Nervous system,MLLNCUMT,Australia,2017,1920
PATCCNSY,N-Nervous system,MLLNCUMT,Australia,2018,1944
PATCCNSY,N-Nervous system,MLLNCUMT,Australia,2019,1940
PATCCNSY,N-Nervous system,MLLNCUMT,Australia,2020,2007
PATCCNSY,N-Nervous system,MTMOTCMT,Australia,2010,1565.8
PATCCNSY,N-Nervous system,MTMOTCMT,Australia,2011,1846.4
PATCCNSY,N-Nervous system,MTMOTCMT,Australia,2012,1830.6
PATCCNSY,N-Nervous system,MTMOTCMT,Australia,2013,1928.9
PATCCNSY,N-Nervous system,MTMOTCMT,Australia,2014,1734.3
PATCCNSY,N-Nervous system,MTMOTCMT,Australia,2015,1446.9
PATCCNSY,N-Nervous system,MTMOTCMT,Australia,2016,1411.7
PATCCNSY,N-Nervous system,MTMOTCMT,Australia,2017,1471.5
PATCCNSY,N-Nervous system,MTMOTCMT,Australia,2018,1452.5
PATCCNSY,N-Nervous system,MTMOTCMT,Australia,2019,1348.6
PATCCNSY,N-Nervous system,MTMOTCMT,Australia,2020,1381.2
PATCCNSY,N-Nervous system,MTMOPPMT,Australia,2010,1135.5
PATCCNSY,N-Nervous system,MTMOPPMT,Australia,2011,1184.6
PATCCNSY,N-Nervous system,MTMOPPMT,Australia,2012,1148
PATCCNSY,N-Nervous system,MTMOPPMT,Australia,2013,1380.7
PATCCNSY,N-Nervous system,MTMOPPMT,Australia,2014,1324.6
PATCCNSY,N-Nervous system,MTMOPPMT,Australia,2015,1306.9
PATCCNSY,N-Nervous system,MTMOPPMT,Australia,2016,1309.5
PATCCNSY,N-Nervous system,MTMOPPMT,Australia,2017,1299.4
PATCCNSY,N-Nervous system,MTMOPPMT,Australia,2018,1322.1
PATCCNSY,N-Nervous system,MTMOPPMT,Australia,2019,1308.4
PATCCNSY,N-Nervous system,MTMOPPMT,Australia,2020,1388
PATCCNSY,N-Nervous system,TCPPERMT,Australia,2010,71.1
PATCCNSY,N-Nervous system,TCPPERMT,Australia,2011,82.6
PATCCNSY,N-Nervous system,TCPPERMT,Australia,2012,80.5
PATCCNSY,N-Nervous system,TCPPERMT,Australia,2013,83.4
PATCCNSY,N-Nervous system,TCPPERMT,Australia,2014,73.9
PATCCNSY,N-Nervous system,TCPPERMT,Australia,2015,60.8
PATCCNSY,N-Nervous system,TCPPERMT,Australia,2016,58.4
PATCCNSY,N-Nervous system,TCPPERMT,Australia,2017,59.8
PATCCNSY,N-Nervous system,TCPPERMT,Australia,2018,58.1
PATCCNSY,N-Nervous system,TCPPERMT,Australia,2019,53.2
PATCCNSY,N-Nervous system,TCPPERMT,Australia,2020,53.8
PATCCNSY,N-Nervous system,PPPPERMT,Australia,2010,51.5
PATCCNSY,N-Nervous system,PPPPERMT,Australia,2011,53
PATCCNSY,N-Nervous system,PPPPERMT,Australia,2012,50.5
PATCCNSY,N-Nervous system,PPPPERMT,Australia,2013,59.7
PATCCNSY,N-Nervous system,PPPPERMT,Australia,2014,56.4
PATCCNSY,N-Nervous system,PPPPERMT,Australia,2015,54.9
PATCCNSY,N-Nervous system,PPPPERMT,Australia,2016,54.1
PATCCNSY,N-Nervous system,PPPPERMT,Australia,2017,52.8
PATCCNSY,N-Nervous system,PPPPERMT,Australia,2018,52.9
PATCCNSY,N-Nervous system,PPPPERMT,Australia,2019,51.6
PATCCNSY,N-Nervous system,PPPPERMT,Australia,2020,54
PATCCNSY,N-Nervous system,ATCPTTMT,Australia,2010,17.4
PATCCNSY,N-Nervous system,ATCPTTMT,Australia,2011,17.4
PATCCNSY,N-Nervous system,ATCPTTMT,Australia,2012,17.1
PATCCNSY,N-Nervous system,ATCPTTMT,Australia,2013,16.9
PATCCNSY,N-Nervous system,ATCPTTMT,Australia,2014,16.2
PATCCNSY,N-Nervous system,ATCPTTMT,Australia,2015,15.7
PATCCNSY,N-Nervous system,ATCPTTMT,Australia,2016,12.4
PATCCNSY,N-Nervous system,ATCPTTMT,Australia,2017,13
PATCCNSY,N-Nervous system,ATCPTTMT,Australia,2018,13
PATCCNSY,N-Nervous system,ATCPTTMT,Australia,2019,12.5
PATCCNSY,N-Nervous system,ATCPTTMT,Australia,2020,12.1
PATCANAL,N02-Analgesics,MLLNCUMT,Australia,2010,378
PATCANAL,N02-Analgesics,MLLNCUMT,Australia,2011,408
PATCANAL,N02-Analgesics,MLLNCUMT,Australia,2012,433
PATCANAL,N02-Analgesics,MLLNCUMT,Australia,2013,503
PATCANAL,N02-Analgesics,MLLNCUMT,Australia,2014,516
PATCANAL,N02-Analgesics,MLLNCUMT,Australia,2015,554
PATCANAL,N02-Analgesics,MLLNCUMT,Australia,2016,497
PATCANAL,N02-Analgesics,MLLNCUMT,Australia,2017,512
PATCANAL,N02-Analgesics,MLLNCUMT,Australia,2018,516
PATCANAL,N02-Analgesics,MLLNCUMT,Australia,2019,499
PATCANAL,N02-Analgesics,MLLNCUMT,Australia,2020,498
PATCANAL,N02-Analgesics,MTMOTCMT,Australia,2010,346.7
PATCANAL,N02-Analgesics,MTMOTCMT,Australia,2011,420.9
PATCANAL,N02-Analgesics,MTMOTCMT,Australia,2012,448.3
PATCANAL,N02-Analgesics,MTMOTCMT,Australia,2013,485.6
PATCANAL,N02-Analgesics,MTMOTCMT,Australia,2014,465.1
PATCANAL,N02-Analgesics,MTMOTCMT,Australia,2015,416.2
PATCANAL,N02-Analgesics,MTMOTCMT,Australia,2016,369.5
PATCANAL,N02-Analgesics,MTMOTCMT,Australia,2017,392.4
PATCANAL,N02-Analgesics,MTMOTCMT,Australia,2018,385.5
PATCANAL,N02-Analgesics,MTMOTCMT,Australia,2019,346.9
PATCANAL,N02-Analgesics,MTMOTCMT,Australia,2020,342.7
PATCANAL,N02-Analgesics,MTMOPPMT,Australia,2010,251.4
PATCANAL,N02-Analgesics,MTMOPPMT,Australia,2011,270
PATCANAL,N02-Analgesics,MTMOPPMT,Australia,2012,281.1
PATCANAL,N02-Analgesics,MTMOPPMT,Australia,2013,347.6
PATCANAL,N02-Analgesics,MTMOPPMT,Australia,2014,355.3
PATCANAL,N02-Analgesics,MTMOPPMT,Australia,2015,375.9
PATCANAL,N02-Analgesics,MTMOPPMT,Australia,2016,342.7
PATCANAL,N02-Analgesics,MTMOPPMT,Australia,2017,346.5
PATCANAL,N02-Analgesics,MTMOPPMT,Australia,2018,350.9
PATCANAL,N02-Analgesics,MTMOPPMT,Australia,2019,336.6
PATCANAL,N02-Analgesics,MTMOPPMT,Australia,2020,344.4
PATCANAL,N02-Analgesics,TCPPERMT,Australia,2010,15.7
PATCANAL,N02-Analgesics,TCPPERMT,Australia,2011,18.8
PATCANAL,N02-Analgesics,TCPPERMT,Australia,2012,19.7
PATCANAL,N02-Analgesics,TCPPERMT,Australia,2013,21
PATCANAL,N02-Analgesics,TCPPERMT,Australia,2014,19.8
PATCANAL,N02-Analgesics,TCPPERMT,Australia,2015,17.5
PATCANAL,N02-Analgesics,TCPPERMT,Australia,2016,15.3
PATCANAL,N02-Analgesics,TCPPERMT,Australia,2017,16
PATCANAL,N02-Analgesics,TCPPERMT,Australia,2018,15.4
PATCANAL,N02-Analgesics,TCPPERMT,Australia,2019,13.7
PATCANAL,N02-Analgesics,TCPPERMT,Australia,2020,13.3
PATCANAL,N02-Analgesics,PPPPERMT,Australia,2010,11.4
PATCANAL,N02-Analgesics,PPPPERMT,Australia,2011,12.1
PATCANAL,N02-Analgesics,PPPPERMT,Australia,2012,12.4
PATCANAL,N02-Analgesics,PPPPERMT,Australia,2013,15
PATCANAL,N02-Analgesics,PPPPERMT,Australia,2014,15.1
PATCANAL,N02-Analgesics,PPPPERMT,Australia,2015,15.8
PATCANAL,N02-Analgesics,PPPPERMT,Australia,2016,14.2
PATCANAL,N02-Analgesics,PPPPERMT,Australia,2017,14.1
PATCANAL,N02-Analgesics,PPPPERMT,Australia,2018,14
PATCANAL,N02-Analgesics,PPPPERMT,Australia,2019,13.3
PATCANAL,N02-Analgesics,PPPPERMT,Australia,2020,13.4
PATCANAL,N02-Analgesics,ATCPTTMT,Australia,2010,3.9
PATCANAL,N02-Analgesics,ATCPTTMT,Australia,2011,4
PATCANAL,N02-Analgesics,ATCPTTMT,Australia,2012,4.2
PATCANAL,N02-Analgesics,ATCPTTMT,Australia,2013,4.3
PATCANAL,N02-Analgesics,ATCPTTMT,Australia,2014,4.3
PATCANAL,N02-Analgesics,ATCPTTMT,Australia,2015,4.5
PATCANAL,N02-Analgesics,ATCPTTMT,Australia,2016,3.2
PATCANAL,N02-Analgesics,ATCPTTMT,Australia,2017,3.5
PATCANAL,N02-Analgesics,ATCPTTMT,Australia,2018,3.5
PATCANAL,N02-Analgesics,ATCPTTMT,Australia,2019,3.2
PATCANAL,N02-Analgesics,ATCPTTMT,Australia,2020,3
PATCANXO,N05B-Anxiolytics,MLLNCUMT,Australia,2010,29
PATCANXO,N05B-Anxiolytics,MLLNCUMT,Australia,2011,28
PATCANXO,N05B-Anxiolytics,MLLNCUMT,Australia,2012,27
PATCANXO,N05B-Anxiolytics,MLLNCUMT,Australia,2013,34
PATCANXO,N05B-Anxiolytics,MLLNCUMT,Australia,2014,33
PATCANXO,N05B-Anxiolytics,MLLNCUMT,Australia,2015,39
PATCANXO,N05B-Anxiolytics,MLLNCUMT,Australia,2016,45
PATCANXO,N05B-Anxiolytics,MLLNCUMT,Australia,2017,48
PATCANXO,N05B-Anxiolytics,MLLNCUMT,Australia,2018,50
PATCANXO,N05B-Anxiolytics,MLLNCUMT,Australia,2019,48
PATCANXO,N05B-Anxiolytics,MLLNCUMT,Australia,2020,48
PATCANXO,N05B-Anxiolytics,MTMOTCMT,Australia,2010,26.6
PATCANXO,N05B-Anxiolytics,MTMOTCMT,Australia,2011,28.9
PATCANXO,N05B-Anxiolytics,MTMOTCMT,Australia,2012,28
PATCANXO,N05B-Anxiolytics,MTMOTCMT,Australia,2013,32.8
PATCANXO,N05B-Anxiolytics,MTMOTCMT,Australia,2014,29.7
PATCANXO,N05B-Anxiolytics,MTMOTCMT,Australia,2015,29.3
PATCANXO,N05B-Anxiolytics,MTMOTCMT,Australia,2016,33.5
PATCANXO,N05B-Anxiolytics,MTMOTCMT,Australia,2017,36.8
PATCANXO,N05B-Anxiolytics,MTMOTCMT,Australia,2018,37.4
PATCANXO,N05B-Anxiolytics,MTMOTCMT,Australia,2019,33.4
PATCANXO,N05B-Anxiolytics,MTMOTCMT,Australia,2020,33
PATCANXO,N05B-Anxiolytics,MTMOPPMT,Australia,2010,19.3
PATCANXO,N05B-Anxiolytics,MTMOPPMT,Australia,2011,18.5
PATCANXO,N05B-Anxiolytics,MTMOPPMT,Australia,2012,17.5
PATCANXO,N05B-Anxiolytics,MTMOPPMT,Australia,2013,23.5
PATCANXO,N05B-Anxiolytics,MTMOPPMT,Australia,2014,22.7
PATCANXO,N05B-Anxiolytics,MTMOPPMT,Australia,2015,26.5
PATCANXO,N05B-Anxiolytics,MTMOPPMT,Australia,2016,31
PATCANXO,N05B-Anxiolytics,MTMOPPMT,Australia,2017,32.5
PATCANXO,N05B-Anxiolytics,MTMOPPMT,Australia,2018,34
PATCANXO,N05B-Anxiolytics,MTMOPPMT,Australia,2019,32.4
PATCANXO,N05B-Anxiolytics,MTMOPPMT,Australia,2020,33.2
PATCANXO,N05B-Anxiolytics,TCPPERMT,Australia,2010,1.2
PATCANXO,N05B-Anxiolytics,TCPPERMT,Australia,2011,1.3
PATCANXO,N05B-Anxiolytics,TCPPERMT,Australia,2012,1.2
PATCANXO,N05B-Anxiolytics,TCPPERMT,Australia,2013,1.4
PATCANXO,N05B-Anxiolytics,TCPPERMT,Australia,2014,1.3
PATCANXO,N05B-Anxiolytics,TCPPERMT,Australia,2015,1.2
PATCANXO,N05B-Anxiolytics,TCPPERMT,Australia,2016,1.4
PATCANXO,N05B-Anxiolytics,TCPPERMT,Australia,2017,1.5
PATCANXO,N05B-Anxiolytics,TCPPERMT,Australia,2018,1.5
PATCANXO,N05B-Anxiolytics,TCPPERMT,Australia,2019,1.3
PATCANXO,N05B-Anxiolytics,TCPPERMT,Australia,2020,1.3
PATCANXO,N05B-Anxiolytics,PPPPERMT,Australia,2010,0.9
PATCANXO,N05B-Anxiolytics,PPPPERMT,Australia,2011,0.8
PATCANXO,N05B-Anxiolytics,PPPPERMT,Australia,2012,0.8
PATCANXO,N05B-Anxiolytics,PPPPERMT,Australia,2013,1
PATCANXO,N05B-Anxiolytics,PPPPERMT,Australia,2014,1
PATCANXO,N05B-Anxiolytics,PPPPERMT,Australia,2015,1.1
PATCANXO,N05B-Anxiolytics,PPPPERMT,Australia,2016,1.3
PATCANXO,N05B-Anxiolytics,PPPPERMT,Australia,2017,1.3
PATCANXO,N05B-Anxiolytics,PPPPERMT,Australia,2018,1.4
PATCANXO,N05B-Anxiolytics,PPPPERMT,Australia,2019,1.3
PATCANXO,N05B-Anxiolytics,PPPPERMT,Australia,2020,1.3
PATCANXO,N05B-Anxiolytics,ATCPTTMT,Australia,2010,0.3
PATCANXO,N05B-Anxiolytics,ATCPTTMT,Australia,2011,0.3
PATCANXO,N05B-Anxiolytics,ATCPTTMT,Australia,2012,0.3
PATCANXO,N05B-Anxiolytics,ATCPTTMT,Australia,2013,0.3
PATCANXO,N05B-Anxiolytics,ATCPTTMT,Australia,2014,0.3
PATCANXO,N05B-Anxiolytics,ATCPTTMT,Australia,2015,0.3
PATCANXO,N05B-Anxiolytics,ATCPTTMT,Australia,2016,0.3
PATCANXO,N05B-Anxiolytics,ATCPTTMT,Australia,2017,0.3
PATCANXO,N05B-Anxiolytics,ATCPTTMT,Australia,2018,0.3
PATCANXO,N05B-Anxiolytics,ATCPTTMT,Australia,2019,0.3
PATCANXO,N05B-Anxiolytics,ATCPTTMT,Australia,2020,0.3
PATCHYPN,N05C-Hypnotics and sedatives,MLLNCUMT,Australia,2010,19
PATCHYPN,N05C-Hypnotics and sedatives,MLLNCUMT,Australia,2011,18
PATCHYPN,N05C-Hypnotics and sedatives,MLLNCUMT,Australia,2012,17
PATCHYPN,N05C-Hypnotics and sedatives,MLLNCUMT,Australia,2013,21
