VAR,Variable,Unit,Country,Year,Value
PATCTOTT,Total pharmaceutical sales,TCPPERMT,Australia,2015,387.5
PATCTOTT,Total pharmaceutical sales,TCPPERMT,Australia,2016,470.3
PATCTOTT,Total pharmaceutical sales,TCPPERMT,Australia,2017,460.3
PATCTOTT,Total pharmaceutical sales,TCPPERMT,Australia,2018,445.8
PATCTOTT,Total pharmaceutical sales,TCPPERMT,Australia,2019,426.4
PATCTOTT,Total pharmaceutical sales,TCPPERMT,Australia,2020,445
PATCTOTT,Total pharmaceutical sales,PPPPERMT,Australia,2010,295.7
PATCTOTT,Total pharmaceutical sales,PPPPERMT,Australia,2011,304
PATCTOTT,Total pharmaceutical sales,PPPPERMT,Australia,2012,295.8
PATCTOTT,Total pharmaceutical sales,PPPPERMT,Australia,2013,353.2
PATCTOTT,Total pharmaceutical sales,PPPPERMT,Australia,2014,348.6
PATCTOTT,Total pharmaceutical sales,PPPPERMT,Australia,2015,350
PATCTOTT,Total pharmaceutical sales,PPPPERMT,Australia,2016,436.3
PATCTOTT,Total pharmaceutical sales,PPPPERMT,Australia,2017,406.4
PATCTOTT,Total pharmaceutical sales,PPPPERMT,Australia,2018,405.7
PATCTOTT,Total pharmaceutical sales,PPPPERMT,Australia,2019,413.7
PATCTOTT,Total pharmaceutical sales,PPPPERMT,Australia,2020,447.2
PATCALIM,A-Alimentary tract and metabolism,MLLNCUMT,Australia,2010,1227
PATCALIM,A-Alimentary tract and metabolism,MLLNCUMT,Australia,2011,1218
PATCALIM,A-Alimentary tract and metabolism,MLLNCUMT,Australia,2012,1214
PATCALIM,A-Alimentary tract and metabolism,MLLNCUMT,Australia,2013,1399
PATCALIM,A-Alimentary tract and metabolism,MLLNCUMT,Australia,2014,1351
PATCALIM,A-Alimentary tract and metabolism,MLLNCUMT,Australia,2015,1353
PATCALIM,A-Alimentary tract and metabolism,MLLNCUMT,Australia,2016,1383
PATCALIM,A-Alimentary tract and metabolism,MLLNCUMT,Australia,2017,1424
PATCALIM,A-Alimentary tract and metabolism,MLLNCUMT,Australia,2018,1410
PATCALIM,A-Alimentary tract and metabolism,MLLNCUMT,Australia,2019,1415
PATCALIM,A-Alimentary tract and metabolism,MLLNCUMT,Australia,2020,1493
PATCALIM,A-Alimentary tract and metabolism,MTMOTCMT,Australia,2010,1125.5
PATCALIM,A-Alimentary tract and metabolism,MTMOTCMT,Australia,2011,1256.4
PATCALIM,A-Alimentary tract and metabolism,MTMOTCMT,Australia,2012,1257
PATCALIM,A-Alimentary tract and metabolism,MTMOTCMT,Australia,2013,1350.6
PATCALIM,A-Alimentary tract and metabolism,MTMOTCMT,Australia,2014,1217.8
PATCALIM,A-Alimentary tract and metabolism,MTMOTCMT,Australia,2015,1016.5
PATCALIM,A-Alimentary tract and metabolism,MTMOTCMT,Australia,2016,1028.1
PATCALIM,A-Alimentary tract and metabolism,MTMOTCMT,Australia,2017,1091.4
PATCALIM,A-Alimentary tract and metabolism,MTMOTCMT,Australia,2018,1053.5
PATCALIM,A-Alimentary tract and metabolism,MTMOTCMT,Australia,2019,983.7
PATCALIM,A-Alimentary tract and metabolism,MTMOTCMT,Australia,2020,1027.5
PATCALIM,A-Alimentary tract and metabolism,MTMOPPMT,Australia,2010,816.2
PATCALIM,A-Alimentary tract and metabolism,MTMOPPMT,Australia,2011,806.1
PATCALIM,A-Alimentary tract and metabolism,MTMOPPMT,Australia,2012,788.3
PATCALIM,A-Alimentary tract and metabolism,MTMOPPMT,Australia,2013,966.7
PATCALIM,A-Alimentary tract and metabolism,MTMOPPMT,Australia,2014,930.1
PATCALIM,A-Alimentary tract and metabolism,MTMOPPMT,Australia,2015,918.1
PATCALIM,A-Alimentary tract and metabolism,MTMOPPMT,Australia,2016,953.7
PATCALIM,A-Alimentary tract and metabolism,MTMOPPMT,Australia,2017,963.8
PATCALIM,A-Alimentary tract and metabolism,MTMOPPMT,Australia,2018,958.9
PATCALIM,A-Alimentary tract and metabolism,MTMOPPMT,Australia,2019,954.3
PATCALIM,A-Alimentary tract and metabolism,MTMOPPMT,Australia,2020,1032.5
PATCALIM,A-Alimentary tract and metabolism,TCPPERMT,Australia,2010,51.1
PATCALIM,A-Alimentary tract and metabolism,TCPPERMT,Australia,2011,56.2
PATCALIM,A-Alimentary tract and metabolism,TCPPERMT,Australia,2012,55.3
PATCALIM,A-Alimentary tract and metabolism,TCPPERMT,Australia,2013,58.4
PATCALIM,A-Alimentary tract and metabolism,TCPPERMT,Australia,2014,51.9
PATCALIM,A-Alimentary tract and metabolism,TCPPERMT,Australia,2015,42.7
PATCALIM,A-Alimentary tract and metabolism,TCPPERMT,Australia,2016,42.5
PATCALIM,A-Alimentary tract and metabolism,TCPPERMT,Australia,2017,44.4
PATCALIM,A-Alimentary tract and metabolism,TCPPERMT,Australia,2018,42.2
PATCALIM,A-Alimentary tract and metabolism,TCPPERMT,Australia,2019,38.8
PATCALIM,A-Alimentary tract and metabolism,TCPPERMT,Australia,2020,40
PATCALIM,A-Alimentary tract and metabolism,PPPPERMT,Australia,2010,37
PATCALIM,A-Alimentary tract and metabolism,PPPPERMT,Australia,2011,36.1
PATCALIM,A-Alimentary tract and metabolism,PPPPERMT,Australia,2012,34.7
PATCALIM,A-Alimentary tract and metabolism,PPPPERMT,Australia,2013,41.8
PATCALIM,A-Alimentary tract and metabolism,PPPPERMT,Australia,2014,39.6
PATCALIM,A-Alimentary tract and metabolism,PPPPERMT,Australia,2015,38.5
PATCALIM,A-Alimentary tract and metabolism,PPPPERMT,Australia,2016,39.4
PATCALIM,A-Alimentary tract and metabolism,PPPPERMT,Australia,2017,39.2
PATCALIM,A-Alimentary tract and metabolism,PPPPERMT,Australia,2018,38.4
PATCALIM,A-Alimentary tract and metabolism,PPPPERMT,Australia,2019,37.6
PATCALIM,A-Alimentary tract and metabolism,PPPPERMT,Australia,2020,40.2
PATCALIM,A-Alimentary tract and metabolism,ATCPTTMT,Australia,2010,12.5
PATCALIM,A-Alimentary tract and metabolism,ATCPTTMT,Australia,2011,11.9
PATCALIM,A-Alimentary tract and metabolism,ATCPTTMT,Australia,2012,11.7
PATCALIM,A-Alimentary tract and metabolism,ATCPTTMT,Australia,2013,11.8
PATCALIM,A-Alimentary tract and metabolism,ATCPTTMT,Australia,2014,11.4
PATCALIM,A-Alimentary tract and metabolism,ATCPTTMT,Australia,2015,11
PATCALIM,A-Alimentary tract and metabolism,ATCPTTMT,Australia,2016,9
PATCALIM,A-Alimentary tract and metabolism,ATCPTTMT,Australia,2017,9.6
PATCALIM,A-Alimentary tract and metabolism,ATCPTTMT,Australia,2018,9.5
PATCALIM,A-Alimentary tract and metabolism,ATCPTTMT,Australia,2019,9.1
PATCALIM,A-Alimentary tract and metabolism,ATCPTTMT,Australia,2020,9
PATCACID,A02A-Antacids,MLLNCUMT,Australia,2010,2
PATCACID,A02A-Antacids,MLLNCUMT,Australia,2011,2
PATCACID,A02A-Antacids,MLLNCUMT,Australia,2012,2
PATCACID,A02A-Antacids,MLLNCUMT,Australia,2013,2
PATCACID,A02A-Antacids,MLLNCUMT,Australia,2014,1
PATCACID,A02A-Antacids,MLLNCUMT,Australia,2015,2
PATCACID,A02A-Antacids,MLLNCUMT,Australia,2016,0
PATCACID,A02A-Antacids,MLLNCUMT,Australia,2017,0
PATCACID,A02A-Antacids,MLLNCUMT,Australia,2018,0
PATCACID,A02A-Antacids,MLLNCUMT,Australia,2019,0
PATCACID,A02A-Antacids,MLLNCUMT,Australia,2020,0
PATCACID,A02A-Antacids,MTMOTCMT,Australia,2010,1.8
PATCACID,A02A-Antacids,MTMOTCMT,Australia,2011,2.1
PATCACID,A02A-Antacids,MTMOTCMT,Australia,2012,2.1
PATCACID,A02A-Antacids,MTMOTCMT,Australia,2013,1.9
PATCACID,A02A-Antacids,MTMOTCMT,Australia,2014,0.9
PATCACID,A02A-Antacids,MTMOTCMT,Australia,2015,1.5
PATCACID,A02A-Antacids,MTMOTCMT,Australia,2016,0
PATCACID,A02A-Antacids,MTMOTCMT,Australia,2017,0
PATCACID,A02A-Antacids,MTMOTCMT,Australia,2018,0
PATCACID,A02A-Antacids,MTMOTCMT,Australia,2019,0
PATCACID,A02A-Antacids,MTMOTCMT,Australia,2020,0
PATCACID,A02A-Antacids,MTMOPPMT,Australia,2010,1.3
PATCACID,A02A-Antacids,MTMOPPMT,Australia,2011,1.3
PATCACID,A02A-Antacids,MTMOPPMT,Australia,2012,1.3
PATCACID,A02A-Antacids,MTMOPPMT,Australia,2013,1.4
PATCACID,A02A-Antacids,MTMOPPMT,Australia,2014,0.7
PATCACID,A02A-Antacids,MTMOPPMT,Australia,2015,1.4
PATCACID,A02A-Antacids,MTMOPPMT,Australia,2016,0
PATCACID,A02A-Antacids,MTMOPPMT,Australia,2017,0
PATCACID,A02A-Antacids,MTMOPPMT,Australia,2018,0
PATCACID,A02A-Antacids,MTMOPPMT,Australia,2019,0
PATCACID,A02A-Antacids,MTMOPPMT,Australia,2020,0
PATCACID,A02A-Antacids,TCPPERMT,Australia,2010,0.1
PATCACID,A02A-Antacids,TCPPERMT,Australia,2011,0.1
PATCACID,A02A-Antacids,TCPPERMT,Australia,2012,0.1
PATCACID,A02A-Antacids,TCPPERMT,Australia,2013,0.1
PATCACID,A02A-Antacids,TCPPERMT,Australia,2014,0
PATCACID,A02A-Antacids,TCPPERMT,Australia,2015,0.1
PATCACID,A02A-Antacids,TCPPERMT,Australia,2016,0
PATCACID,A02A-Antacids,TCPPERMT,Australia,2017,0
PATCACID,A02A-Antacids,TCPPERMT,Australia,2018,0
PATCACID,A02A-Antacids,TCPPERMT,Australia,2019,0
PATCACID,A02A-Antacids,TCPPERMT,Australia,2020,0
PATCACID,A02A-Antacids,PPPPERMT,Australia,2010,0.1
PATCACID,A02A-Antacids,PPPPERMT,Australia,2011,0.1
PATCACID,A02A-Antacids,PPPPERMT,Australia,2012,0.1
PATCACID,A02A-Antacids,PPPPERMT,Australia,2013,0.1
PATCACID,A02A-Antacids,PPPPERMT,Australia,2014,0
PATCACID,A02A-Antacids,PPPPERMT,Australia,2015,0.1
PATCACID,A02A-Antacids,PPPPERMT,Australia,2016,0
PATCACID,A02A-Antacids,PPPPERMT,Australia,2017,0
PATCACID,A02A-Antacids,PPPPERMT,Australia,2018,0
PATCACID,A02A-Antacids,PPPPERMT,Australia,2019,0
PATCACID,A02A-Antacids,PPPPERMT,Australia,2020,0
PATCACID,A02A-Antacids,ATCPTTMT,Australia,2010,0
PATCACID,A02A-Antacids,ATCPTTMT,Australia,2011,0
PATCACID,A02A-Antacids,ATCPTTMT,Australia,2012,0
PATCACID,A02A-Antacids,ATCPTTMT,Australia,2013,0
PATCACID,A02A-Antacids,ATCPTTMT,Australia,2014,0
PATCACID,A02A-Antacids,ATCPTTMT,Australia,2015,0
PATCACID,A02A-Antacids,ATCPTTMT,Australia,2016,0
PATCACID,A02A-Antacids,ATCPTTMT,Australia,2017,0
PATCACID,A02A-Antacids,ATCPTTMT,Australia,2018,0
PATCACID,A02A-Antacids,ATCPTTMT,Australia,2019,0
PATCACID,A02A-Antacids,ATCPTTMT,Australia,2020,0
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),MLLNCUMT,Australia,2010,628
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),MLLNCUMT,Australia,2011,567
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),MLLNCUMT,Australia,2012,502
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),MLLNCUMT,Australia,2013,589
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),MLLNCUMT,Australia,2014,532
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),MLLNCUMT,Australia,2015,492
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),MLLNCUMT,Australia,2016,486
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),MLLNCUMT,Australia,2017,452
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),MLLNCUMT,Australia,2018,406
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),MLLNCUMT,Australia,2019,378
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),MLLNCUMT,Australia,2020,376
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),MTMOTCMT,Australia,2010,576.1
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),MTMOTCMT,Australia,2011,584.9
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),MTMOTCMT,Australia,2012,519.8
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),MTMOTCMT,Australia,2013,568.6
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),MTMOTCMT,Australia,2014,479.6
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),MTMOTCMT,Australia,2015,369.6
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),MTMOTCMT,Australia,2016,361.3
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),MTMOTCMT,Australia,2017,346.4
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),MTMOTCMT,Australia,2018,303.3
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),MTMOTCMT,Australia,2019,262.8
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),MTMOTCMT,Australia,2020,258.8
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),MTMOPPMT,Australia,2010,417.7
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),MTMOPPMT,Australia,2011,375.2
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),MTMOPPMT,Australia,2012,325.9
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),MTMOPPMT,Australia,2013,407
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),MTMOPPMT,Australia,2014,366.3
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),MTMOPPMT,Australia,2015,333.9
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),MTMOPPMT,Australia,2016,335.1
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),MTMOPPMT,Australia,2017,305.9
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),MTMOPPMT,Australia,2018,276.1
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),MTMOPPMT,Australia,2019,254.9
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),MTMOPPMT,Australia,2020,260
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),TCPPERMT,Australia,2010,26.1
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),TCPPERMT,Australia,2011,26.2
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),TCPPERMT,Australia,2012,22.9
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),TCPPERMT,Australia,2013,24.6
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),TCPPERMT,Australia,2014,20.4
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),TCPPERMT,Australia,2015,15.5
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),TCPPERMT,Australia,2016,14.9
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),TCPPERMT,Australia,2017,14.1
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),TCPPERMT,Australia,2018,12.1
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),TCPPERMT,Australia,2019,10.4
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),TCPPERMT,Australia,2020,10.1
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),PPPPERMT,Australia,2010,19
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),PPPPERMT,Australia,2011,16.8
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),PPPPERMT,Australia,2012,14.3
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),PPPPERMT,Australia,2013,17.6
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),PPPPERMT,Australia,2014,15.6
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),PPPPERMT,Australia,2015,14
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),PPPPERMT,Australia,2016,13.9
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),PPPPERMT,Australia,2017,12.4
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),PPPPERMT,Australia,2018,11.1
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),PPPPERMT,Australia,2019,10.1
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),PPPPERMT,Australia,2020,10.1
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),ATCPTTMT,Australia,2010,6.4
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),ATCPTTMT,Australia,2011,5.5
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),ATCPTTMT,Australia,2012,4.8
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),ATCPTTMT,Australia,2013,5
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),ATCPTTMT,Australia,2014,4.5
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),ATCPTTMT,Australia,2015,4
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),ATCPTTMT,Australia,2016,3.2
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),ATCPTTMT,Australia,2017,3.1
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),ATCPTTMT,Australia,2018,2.7
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),ATCPTTMT,Australia,2019,2.4
PATCPEPT,A02B-Drugs for peptic ulcer and gastro-oesophageal reflux diseases (GORD),ATCPTTMT,Australia,2020,2.3
PATCDIAB,A10-Drugs used in diabetes,MLLNCUMT,Australia,2010,424
PATCDIAB,A10-Drugs used in diabetes,MLLNCUMT,Australia,2011,470
PATCDIAB,A10-Drugs used in diabetes,MLLNCUMT,Australia,2012,519
PATCDIAB,A10-Drugs used in diabetes,MLLNCUMT,Australia,2013,594
PATCDIAB,A10-Drugs used in diabetes,MLLNCUMT,Australia,2014,589
PATCDIAB,A10-Drugs used in diabetes,MLLNCUMT,Australia,2015,617
PATCDIAB,A10-Drugs used in diabetes,MLLNCUMT,Australia,2016,648
PATCDIAB,A10-Drugs used in diabetes,MLLNCUMT,Australia,2017,718
PATCDIAB,A10-Drugs used in diabetes,MLLNCUMT,Australia,2018,747
PATCDIAB,A10-Drugs used in diabetes,MLLNCUMT,Australia,2019,784
PATCDIAB,A10-Drugs used in diabetes,MLLNCUMT,Australia,2020,868
PATCDIAB,A10-Drugs used in diabetes,MTMOTCMT,Australia,2010,388.9
PATCDIAB,A10-Drugs used in diabetes,MTMOTCMT,Australia,2011,484.8
PATCDIAB,A10-Drugs used in diabetes,MTMOTCMT,Australia,2012,537.4
PATCDIAB,A10-Drugs used in diabetes,MTMOTCMT,Australia,2013,573.4
PATCDIAB,A10-Drugs used in diabetes,MTMOTCMT,Australia,2014,530.9
PATCDIAB,A10-Drugs used in diabetes,MTMOTCMT,Australia,2015,463.5
PATCDIAB,A10-Drugs used in diabetes,MTMOTCMT,Australia,2016,481.7
PATCDIAB,A10-Drugs used in diabetes,MTMOTCMT,Australia,2017,550.3
PATCDIAB,A10-Drugs used in diabetes,MTMOTCMT,Australia,2018,558.1
PATCDIAB,A10-Drugs used in diabetes,MTMOTCMT,Australia,2019,545
PATCDIAB,A10-Drugs used in diabetes,MTMOTCMT,Australia,2020,597.3
PATCDIAB,A10-Drugs used in diabetes,MTMOPPMT,Australia,2010,282
PATCDIAB,A10-Drugs used in diabetes,MTMOPPMT,Australia,2011,311
PATCDIAB,A10-Drugs used in diabetes,MTMOPPMT,Australia,2012,337
PATCDIAB,A10-Drugs used in diabetes,MTMOPPMT,Australia,2013,410.5
PATCDIAB,A10-Drugs used in diabetes,MTMOPPMT,Australia,2014,405.5
PATCDIAB,A10-Drugs used in diabetes,MTMOPPMT,Australia,2015,418.7
PATCDIAB,A10-Drugs used in diabetes,MTMOPPMT,Australia,2016,446.8
PATCDIAB,A10-Drugs used in diabetes,MTMOPPMT,Australia,2017,485.9
PATCDIAB,A10-Drugs used in diabetes,MTMOPPMT,Australia,2018,508
PATCDIAB,A10-Drugs used in diabetes,MTMOPPMT,Australia,2019,528.8
PATCDIAB,A10-Drugs used in diabetes,MTMOPPMT,Australia,2020,600.3
PATCDIAB,A10-Drugs used in diabetes,TCPPERMT,Australia,2010,17.7
PATCDIAB,A10-Drugs used in diabetes,TCPPERMT,Australia,2011,21.7
PATCDIAB,A10-Drugs used in diabetes,TCPPERMT,Australia,2012,23.6
PATCDIAB,A10-Drugs used in diabetes,TCPPERMT,Australia,2013,24.8
PATCDIAB,A10-Drugs used in diabetes,TCPPERMT,Australia,2014,22.6
PATCDIAB,A10-Drugs used in diabetes,TCPPERMT,Australia,2015,19.5
PATCDIAB,A10-Drugs used in diabetes,TCPPERMT,Australia,2016,19.9
PATCDIAB,A10-Drugs used in diabetes,TCPPERMT,Australia,2017,22.4
PATCDIAB,A10-Drugs used in diabetes,TCPPERMT,Australia,2018,22.3
PATCDIAB,A10-Drugs used in diabetes,TCPPERMT,Australia,2019,21.5
PATCDIAB,A10-Drugs used in diabetes,TCPPERMT,Australia,2020,23.2
PATCDIAB,A10-Drugs used in diabetes,PPPPERMT,Australia,2010,12.8
PATCDIAB,A10-Drugs used in diabetes,PPPPERMT,Australia,2011,13.9
PATCDIAB,A10-Drugs used in diabetes,PPPPERMT,Australia,2012,14.8
PATCDIAB,A10-Drugs used in diabetes,PPPPERMT,Australia,2013,17.7
PATCDIAB,A10-Drugs used in diabetes,PPPPERMT,Australia,2014,17.3
PATCDIAB,A10-Drugs used in diabetes,PPPPERMT,Australia,2015,17.6
PATCDIAB,A10-Drugs used in diabetes,PPPPERMT,Australia,2016,18.5
PATCDIAB,A10-Drugs used in diabetes,PPPPERMT,Australia,2017,19.8
PATCDIAB,A10-Drugs used in diabetes,PPPPERMT,Australia,2018,20.3
PATCDIAB,A10-Drugs used in diabetes,PPPPERMT,Australia,2019,20.8
PATCDIAB,A10-Drugs used in diabetes,PPPPERMT,Australia,2020,23.4
PATCDIAB,A10-Drugs used in diabetes,ATCPTTMT,Australia,2010,4.3
PATCDIAB,A10-Drugs used in diabetes,ATCPTTMT,Australia,2011,4.6
PATCDIAB,A10-Drugs used in diabetes,ATCPTTMT,Australia,2012,5
PATCDIAB,A10-Drugs used in diabetes,ATCPTTMT,Australia,2013,5
PATCDIAB,A10-Drugs used in diabetes,ATCPTTMT,Australia,2014,5
PATCDIAB,A10-Drugs used in diabetes,ATCPTTMT,Australia,2015,5
PATCDIAB,A10-Drugs used in diabetes,ATCPTTMT,Australia,2016,4.2
PATCDIAB,A10-Drugs used in diabetes,ATCPTTMT,Australia,2017,4.9
PATCDIAB,A10-Drugs used in diabetes,ATCPTTMT,Australia,2018,5
PATCDIAB,A10-Drugs used in diabetes,ATCPTTMT,Australia,2019,5
PATCDIAB,A10-Drugs used in diabetes,ATCPTTMT,Australia,2020,5.2
PATCBLOO,B-Blood and blood forming organs,MLLNCUMT,Australia,2010,406
PATCBLOO,B-Blood and blood forming organs,MLLNCUMT,Australia,2011,417
PATCBLOO,B-Blood and blood forming organs,MLLNCUMT,Australia,2012,405
PATCBLOO,B-Blood and blood forming organs,MLLNCUMT,Australia,2013,481
PATCBLOO,B-Blood and blood forming organs,MLLNCUMT,Australia,2014,545
PATCBLOO,B-Blood and blood forming organs,MLLNCUMT,Australia,2015,617
PATCBLOO,B-Blood and blood forming organs,MLLNCUMT,Australia,2016,667
PATCBLOO,B-Blood and blood forming organs,MLLNCUMT,Australia,2017,748
PATCBLOO,B-Blood and blood forming organs,MLLNCUMT,Australia,2018,816
PATCBLOO,B-Blood and blood forming organs,MLLNCUMT,Australia,2019,880
PATCBLOO,B-Blood and blood forming organs,MLLNCUMT,Australia,2020,947
PATCBLOO,B-Blood and blood forming organs,MTMOTCMT,Australia,2010,372.4
PATCBLOO,B-Blood and blood forming organs,MTMOTCMT,Australia,2011,430.1
PATCBLOO,B-Blood and blood forming organs,MTMOTCMT,Australia,2012,419.3
PATCBLOO,B-Blood and blood forming organs,MTMOTCMT,Australia,2013,464.4
PATCBLOO,B-Blood and blood forming organs,MTMOTCMT,Australia,2014,491.3
PATCBLOO,B-Blood and blood forming organs,MTMOTCMT,Australia,2015,463.5
PATCBLOO,B-Blood and blood forming organs,MTMOTCMT,Australia,2016,495.8
PATCBLOO,B-Blood and blood forming organs,MTMOTCMT,Australia,2017,573.3
PATCBLOO,B-Blood and blood forming organs,MTMOTCMT,Australia,2018,609.7
PATCBLOO,B-Blood and blood forming organs,MTMOTCMT,Australia,2019,611.7
PATCBLOO,B-Blood and blood forming organs,MTMOTCMT,Australia,2020,651.7
PATCBLOO,B-Blood and blood forming organs,MTMOPPMT,Australia,2010,270.1
PATCBLOO,B-Blood and blood forming organs,MTMOPPMT,Australia,2011,276
PATCBLOO,B-Blood and blood forming organs,MTMOPPMT,Australia,2012,263
PATCBLOO,B-Blood and blood forming organs,MTMOPPMT,Australia,2013,332.4
PATCBLOO,B-Blood and blood forming organs,MTMOPPMT,Australia,2014,375.2
PATCBLOO,B-Blood and blood forming organs,MTMOPPMT,Australia,2015,418.7
PATCBLOO,B-Blood and blood forming organs,MTMOPPMT,Australia,2016,460
PATCBLOO,B-Blood and blood forming organs,MTMOPPMT,Australia,2017,506.2
PATCBLOO,B-Blood and blood forming organs,MTMOPPMT,Australia,2018,554.9
PATCBLOO,B-Blood and blood forming organs,MTMOPPMT,Australia,2019,593.5
PATCBLOO,B-Blood and blood forming organs,MTMOPPMT,Australia,2020,654.9
PATCBLOO,B-Blood and blood forming organs,TCPPERMT,Australia,2010,16.9
PATCBLOO,B-Blood and blood forming organs,TCPPERMT,Australia,2011,19.3
